,vhigh,vhigh.1,2,2.1,small,low,unacc
664,high,med,2,4,big,high,acc
665,high,med,2,more,small,low,unacc
666,high,med,2,more,small,med,unacc
667,high,med,2,more,small,high,unacc
668,high,med,2,more,med,low,unacc
669,high,med,2,more,med,med,unacc
670,high,med,2,more,med,high,acc
671,high,med,2,more,big,low,unacc
672,high,med,2,more,big,med,acc
673,high,med,2,more,big,high,acc
674,high,med,3,2,small,low,unacc
675,high,med,3,2,small,med,unacc
676,high,med,3,2,small,high,unacc
677,high,med,3,2,med,low,unacc
678,high,med,3,2,med,med,unacc
679,high,med,3,2,med,high,unacc
680,high,med,3,2,big,low,unacc
681,high,med,3,2,big,med,unacc
682,high,med,3,2,big,high,unacc
683,high,med,3,4,small,low,unacc
684,high,med,3,4,small,med,unacc
685,high,med,3,4,small,high,acc
686,high,med,3,4,med,low,unacc
687,high,med,3,4,med,med,unacc
688,high,med,3,4,med,high,acc
689,high,med,3,4,big,low,unacc
690,high,med,3,4,big,med,acc
691,high,med,3,4,big,high,acc
692,high,med,3,more,small,low,unacc
693,high,med,3,more,small,med,unacc
694,high,med,3,more,small,high,acc
695,high,med,3,more,med,low,unacc
696,high,med,3,more,med,med,acc
697,high,med,3,more,med,high,acc
698,high,med,3,more,big,low,unacc
699,high,med,3,more,big,med,acc
700,high,med,3,more,big,high,acc
701,high,med,4,2,small,low,unacc
702,high,med,4,2,small,med,unacc
703,high,med,4,2,small,high,unacc
704,high,med,4,2,med,low,unacc
705,high,med,4,2,med,med,unacc
706,high,med,4,2,med,high,unacc
707,high,med,4,2,big,low,unacc
708,high,med,4,2,big,med,unacc
709,high,med,4,2,big,high,unacc
710,high,med,4,4,small,low,unacc
711,high,med,4,4,small,med,unacc
712,high,med,4,4,small,high,acc
713,high,med,4,4,med,low,unacc
714,high,med,4,4,med,med,acc
715,high,med,4,4,med,high,acc
716,high,med,4,4,big,low,unacc
717,high,med,4,4,big,med,acc
718,high,med,4,4,big,high,acc
719,high,med,4,more,small,low,unacc
720,high,med,4,more,small,med,unacc
721,high,med,4,more,small,high,acc
722,high,med,4,more,med,low,unacc
723,high,med,4,more,med,med,acc
724,high,med,4,more,med,high,acc
725,high,med,4,more,big,low,unacc
726,high,med,4,more,big,med,acc
727,high,med,4,more,big,high,acc
728,high,med,5more,2,small,low,unacc
729,high,med,5more,2,small,med,unacc
730,high,med,5more,2,small,high,unacc
731,high,med,5more,2,med,low,unacc
732,high,med,5more,2,med,med,unacc
733,high,med,5more,2,med,high,unacc
734,high,med,5more,2,big,low,unacc
735,high,med,5more,2,big,med,unacc
736,high,med,5more,2,big,high,unacc
737,high,med,5more,4,small,low,unacc
738,high,med,5more,4,small,med,unacc
739,high,med,5more,4,small,high,acc
740,high,med,5more,4,med,low,unacc
741,high,med,5more,4,med,med,acc
742,high,med,5more,4,med,high,acc
743,high,med,5more,4,big,low,unacc
744,high,med,5more,4,big,med,acc
745,high,med,5more,4,big,high,acc
746,high,med,5more,more,small,low,unacc
747,high,med,5more,more,small,med,unacc
748,high,med,5more,more,small,high,acc
749,high,med,5more,more,med,low,unacc
750,high,med,5more,more,med,med,acc
751,high,med,5more,more,med,high,acc
752,high,med,5more,more,big,low,unacc
753,high,med,5more,more,big,med,acc
754,high,med,5more,more,big,high,acc
755,high,low,2,2,small,low,unacc
756,high,low,2,2,small,med,unacc
757,high,low,2,2,small,high,unacc
758,high,low,2,2,med,low,unacc
759,high,low,2,2,med,med,unacc
760,high,low,2,2,med,high,unacc
761,high,low,2,2,big,low,unacc
762,high,low,2,2,big,med,unacc
763,high,low,2,2,big,high,unacc
764,high,low,2,4,small,low,unacc
765,high,low,2,4,small,med,unacc
766,high,low,2,4,small,high,acc
767,high,low,2,4,med,low,unacc
768,high,low,2,4,med,med,unacc
769,high,low,2,4,med,high,acc
770,high,low,2,4,big,low,unacc
771,high,low,2,4,big,med,acc
772,high,low,2,4,big,high,acc
773,high,low,2,more,small,low,unacc
774,high,low,2,more,small,med,unacc
775,high,low,2,more,small,high,unacc
776,high,low,2,more,med,low,unacc
777,high,low,2,more,med,med,unacc
778,high,low,2,more,med,high,acc
779,high,low,2,more,big,low,unacc
780,high,low,2,more,big,med,acc
781,high,low,2,more,big,high,acc
782,high,low,3,2,small,low,unacc
783,high,low,3,2,small,med,unacc
784,high,low,3,2,small,high,unacc
785,high,low,3,2,med,low,unacc
786,high,low,3,2,med,med,unacc
787,high,low,3,2,med,high,unacc
788,high,low,3,2,big,low,unacc
789,high,low,3,2,big,med,unacc
790,high,low,3,2,big,high,unacc
791,high,low,3,4,small,low,unacc
792,high,low,3,4,small,med,unacc
793,high,low,3,4,small,high,acc
794,high,low,3,4,med,low,unacc
795,high,low,3,4,med,med,unacc
796,high,low,3,4,med,high,acc
797,high,low,3,4,big,low,unacc
798,high,low,3,4,big,med,acc
799,high,low,3,4,big,high,acc
800,high,low,3,more,small,low,unacc
801,high,low,3,more,small,med,unacc
802,high,low,3,more,small,high,acc
803,high,low,3,more,med,low,unacc
804,high,low,3,more,med,med,acc
805,high,low,3,more,med,high,acc
806,high,low,3,more,big,low,unacc
807,high,low,3,more,big,med,acc
808,high,low,3,more,big,high,acc
809,high,low,4,2,small,low,unacc
810,high,low,4,2,small,med,unacc
811,high,low,4,2,small,high,unacc
812,high,low,4,2,med,low,unacc
813,high,low,4,2,med,med,unacc
814,high,low,4,2,med,high,unacc
815,high,low,4,2,big,low,unacc
816,high,low,4,2,big,med,unacc
817,high,low,4,2,big,high,unacc
818,high,low,4,4,small,low,unacc
819,high,low,4,4,small,med,unacc
820,high,low,4,4,small,high,acc
821,high,low,4,4,med,low,unacc
822,high,low,4,4,med,med,acc
823,high,low,4,4,med,high,acc
824,high,low,4,4,big,low,unacc
825,high,low,4,4,big,med,acc
826,high,low,4,4,big,high,acc
827,high,low,4,more,small,low,unacc
828,high,low,4,more,small,med,unacc
829,high,low,4,more,small,high,acc
830,high,low,4,more,med,low,unacc
831,high,low,4,more,med,med,acc
832,high,low,4,more,med,high,acc
833,high,low,4,more,big,low,unacc
834,high,low,4,more,big,med,acc
835,high,low,4,more,big,high,acc
836,high,low,5more,2,small,low,unacc
837,high,low,5more,2,small,med,unacc
838,high,low,5more,2,small,high,unacc
839,high,low,5more,2,med,low,unacc
840,high,low,5more,2,med,med,unacc
841,high,low,5more,2,med,high,unacc
842,high,low,5more,2,big,low,unacc
843,high,low,5more,2,big,med,unacc
844,high,low,5more,2,big,high,unacc
845,high,low,5more,4,small,low,unacc
846,high,low,5more,4,small,med,unacc
847,high,low,5more,4,small,high,acc
848,high,low,5more,4,med,low,unacc
849,high,low,5more,4,med,med,acc
850,high,low,5more,4,med,high,acc
851,high,low,5more,4,big,low,unacc
852,high,low,5more,4,big,med,acc
853,high,low,5more,4,big,high,acc
854,high,low,5more,more,small,low,unacc
855,high,low,5more,more,small,med,unacc
856,high,low,5more,more,small,high,acc
857,high,low,5more,more,med,low,unacc
858,high,low,5more,more,med,med,acc
859,high,low,5more,more,med,high,acc
860,high,low,5more,more,big,low,unacc
861,high,low,5more,more,big,med,acc
862,high,low,5more,more,big,high,acc
863,med,vhigh,2,2,small,low,unacc
864,med,vhigh,2,2,small,med,unacc
865,med,vhigh,2,2,small,high,unacc
866,med,vhigh,2,2,med,low,unacc
867,med,vhigh,2,2,med,med,unacc
868,med,vhigh,2,2,med,high,unacc
869,med,vhigh,2,2,big,low,unacc
870,med,vhigh,2,2,big,med,unacc
871,med,vhigh,2,2,big,high,unacc
872,med,vhigh,2,4,small,low,unacc
873,med,vhigh,2,4,small,med,unacc
874,med,vhigh,2,4,small,high,acc
875,med,vhigh,2,4,med,low,unacc
876,med,vhigh,2,4,med,med,unacc
877,med,vhigh,2,4,med,high,acc
878,med,vhigh,2,4,big,low,unacc
879,med,vhigh,2,4,big,med,acc
880,med,vhigh,2,4,big,high,acc
881,med,vhigh,2,more,small,low,unacc
882,med,vhigh,2,more,small,med,unacc
883,med,vhigh,2,more,small,high,unacc
884,med,vhigh,2,more,med,low,unacc
885,med,vhigh,2,more,med,med,unacc
886,med,vhigh,2,more,med,high,acc
887,med,vhigh,2,more,big,low,unacc
888,med,vhigh,2,more,big,med,acc
889,med,vhigh,2,more,big,high,acc
890,med,vhigh,3,2,small,low,unacc
891,med,vhigh,3,2,small,med,unacc
892,med,vhigh,3,2,small,high,unacc
893,med,vhigh,3,2,med,low,unacc
894,med,vhigh,3,2,med,med,unacc
895,med,vhigh,3,2,med,high,unacc
896,med,vhigh,3,2,big,low,unacc
897,med,vhigh,3,2,big,med,unacc
898,med,vhigh,3,2,big,high,unacc
899,med,vhigh,3,4,small,low,unacc
900,med,vhigh,3,4,small,med,unacc
901,med,vhigh,3,4,small,high,acc
902,med,vhigh,3,4,med,low,unacc
903,med,vhigh,3,4,med,med,unacc
904,med,vhigh,3,4,med,high,acc
905,med,vhigh,3,4,big,low,unacc
906,med,vhigh,3,4,big,med,acc
907,med,vhigh,3,4,big,high,acc
908,med,vhigh,3,more,small,low,unacc
909,med,vhigh,3,more,small,med,unacc
910,med,vhigh,3,more,small,high,acc
911,med,vhigh,3,more,med,low,unacc
912,med,vhigh,3,more,med,med,acc
913,med,vhigh,3,more,med,high,acc
914,med,vhigh,3,more,big,low,unacc
915,med,vhigh,3,more,big,med,acc
916,med,vhigh,3,more,big,high,acc
917,med,vhigh,4,2,small,low,unacc
918,med,vhigh,4,2,small,med,unacc
919,med,vhigh,4,2,small,high,unacc
920,med,vhigh,4,2,med,low,unacc
921,med,vhigh,4,2,med,med,unacc
922,med,vhigh,4,2,med,high,unacc
923,med,vhigh,4,2,big,low,unacc
924,med,vhigh,4,2,big,med,unacc
925,med,vhigh,4,2,big,high,unacc
926,med,vhigh,4,4,small,low,unacc
927,med,vhigh,4,4,small,med,unacc
928,med,vhigh,4,4,small,high,acc
929,med,vhigh,4,4,med,low,unacc
930,med,vhigh,4,4,med,med,acc
931,med,vhigh,4,4,med,high,acc
932,med,vhigh,4,4,big,low,unacc
933,med,vhigh,4,4,big,med,acc
934,med,vhigh,4,4,big,high,acc
935,med,vhigh,4,more,small,low,unacc
936,med,vhigh,4,more,small,med,unacc
937,med,vhigh,4,more,small,high,acc
938,med,vhigh,4,more,med,low,unacc
939,med,vhigh,4,more,med,med,acc
940,med,vhigh,4,more,med,high,acc
941,med,vhigh,4,more,big,low,unacc
942,med,vhigh,4,more,big,med,acc
943,med,vhigh,4,more,big,high,acc
944,med,vhigh,5more,2,small,low,unacc
945,med,vhigh,5more,2,small,med,unacc
946,med,vhigh,5more,2,small,high,unacc
947,med,vhigh,5more,2,med,low,unacc
948,med,vhigh,5more,2,med,med,unacc
949,med,vhigh,5more,2,med,high,unacc
950,med,vhigh,5more,2,big,low,unacc
951,med,vhigh,5more,2,big,med,unacc
952,med,vhigh,5more,2,big,high,unacc
953,med,vhigh,5more,4,small,low,unacc
954,med,vhigh,5more,4,small,med,unacc
955,med,vhigh,5more,4,small,high,acc
956,med,vhigh,5more,4,med,low,unacc
957,med,vhigh,5more,4,med,med,acc
958,med,vhigh,5more,4,med,high,acc
959,med,vhigh,5more,4,big,low,unacc
960,med,vhigh,5more,4,big,med,acc
961,med,vhigh,5more,4,big,high,acc
962,med,vhigh,5more,more,small,low,unacc
963,med,vhigh,5more,more,small,med,unacc
964,med,vhigh,5more,more,small,high,acc
965,med,vhigh,5more,more,med,low,unacc
966,med,vhigh,5more,more,med,med,acc
967,med,vhigh,5more,more,med,high,acc
968,med,vhigh,5more,more,big,low,unacc
969,med,vhigh,5more,more,big,med,acc
970,med,vhigh,5more,more,big,high,acc
971,med,high,2,2,small,low,unacc
972,med,high,2,2,small,med,unacc
973,med,high,2,2,small,high,unacc
974,med,high,2,2,med,low,unacc
975,med,high,2,2,med,med,unacc
976,med,high,2,2,med,high,unacc
977,med,high,2,2,big,low,unacc
978,med,high,2,2,big,med,unacc
979,med,high,2,2,big,high,unacc
980,med,high,2,4,small,low,unacc
981,med,high,2,4,small,med,unacc
982,med,high,2,4,small,high,acc
983,med,high,2,4,med,low,unacc
984,med,high,2,4,med,med,unacc
985,med,high,2,4,med,high,acc
986,med,high,2,4,big,low,unacc
987,med,high,2,4,big,med,acc
988,med,high,2,4,big,high,acc
989,med,high,2,more,small,low,unacc
990,med,high,2,more,small,med,unacc
991,med,high,2,more,small,high,unacc
992,med,high,2,more,med,low,unacc
993,med,high,2,more,med,med,unacc
994,med,high,2,more,med,high,acc
995,med,high,2,more,big,low,unacc
996,med,high,2,more,big,med,acc
997,med,high,2,more,big,high,acc
998,med,high,3,2,small,low,unacc
999,med,high,3,2,small,med,unacc
1000,med,high,3,2,small,high,unacc
1001,med,high,3,2,med,low,unacc
1002,med,high,3,2,med,med,unacc
1003,med,high,3,2,med,high,unacc
1004,med,high,3,2,big,low,unacc
1005,med,high,3,2,big,med,unacc
1006,med,high,3,2,big,high,unacc
1007,med,high,3,4,small,low,unacc
1008,med,high,3,4,small,med,unacc
1009,med,high,3,4,small,high,acc
1010,med,high,3,4,med,low,unacc
1011,med,high,3,4,med,med,unacc
1012,med,high,3,4,med,high,acc
1013,med,high,3,4,big,low,unacc
1014,med,high,3,4,big,med,acc
1015,med,high,3,4,big,high,acc
1016,med,high,3,more,small,low,unacc
1017,med,high,3,more,small,med,unacc
1018,med,high,3,more,small,high,acc
1019,med,high,3,more,med,low,unacc
1020,med,high,3,more,med,med,acc
1021,med,high,3,more,med,high,acc
1022,med,high,3,more,big,low,unacc
1023,med,high,3,more,big,med,acc
1024,med,high,3,more,big,high,acc
1025,med,high,4,2,small,low,unacc
1026,med,high,4,2,small,med,unacc
1027,med,high,4,2,small,high,unacc
1028,med,high,4,2,med,low,unacc
1029,med,high,4,2,med,med,unacc
1030,med,high,4,2,med,high,unacc
1031,med,high,4,2,big,low,unacc
1032,med,high,4,2,big,med,unacc
1033,med,high,4,2,big,high,unacc
1034,med,high,4,4,small,low,unacc
1035,med,high,4,4,small,med,unacc
1036,med,high,4,4,small,high,acc
1037,med,high,4,4,med,low,unacc
1038,med,high,4,4,med,med,acc
1039,med,high,4,4,med,high,acc
1040,med,high,4,4,big,low,unacc
1041,med,high,4,4,big,med,acc
1042,med,high,4,4,big,high,acc
1043,med,high,4,more,small,low,unacc
1044,med,high,4,more,small,med,unacc
1045,med,high,4,more,small,high,acc
1046,med,high,4,more,med,low,unacc
1047,med,high,4,more,med,med,acc
1048,med,high,4,more,med,high,acc
1049,med,high,4,more,big,low,unacc
1050,med,high,4,more,big,med,acc
1051,med,high,4,more,big,high,acc
1052,med,high,5more,2,small,low,unacc
1053,med,high,5more,2,small,med,unacc
1054,med,high,5more,2,small,high,unacc
1055,med,high,5more,2,med,low,unacc
1056,med,high,5more,2,med,med,unacc
1057,med,high,5more,2,med,high,unacc
1058,med,high,5more,2,big,low,unacc
1059,med,high,5more,2,big,med,unacc
1060,med,high,5more,2,big,high,unacc
1061,med,high,5more,4,small,low,unacc
1062,med,high,5more,4,small,med,unacc
1063,med,high,5more,4,small,high,acc
1064,med,high,5more,4,med,low,unacc
1065,med,high,5more,4,med,med,acc
1066,med,high,5more,4,med,high,acc
1067,med,high,5more,4,big,low,unacc
1068,med,high,5more,4,big,med,acc
1069,med,high,5more,4,big,high,acc
1070,med,high,5more,more,small,low,unacc
1071,med,high,5more,more,small,med,unacc
1072,med,high,5more,more,small,high,acc
1073,med,high,5more,more,med,low,unacc
1074,med,high,5more,more,med,med,acc
1075,med,high,5more,more,med,high,acc
1076,med,high,5more,more,big,low,unacc
1077,med,high,5more,more,big,med,acc
1078,med,high,5more,more,big,high,acc
1079,med,med,2,2,small,low,unacc
1080,med,med,2,2,small,med,unacc
1081,med,med,2,2,small,high,unacc
1082,med,med,2,2,med,low,unacc
1083,med,med,2,2,med,med,unacc
1084,med,med,2,2,med,high,unacc
1085,med,med,2,2,big,low,unacc
1086,med,med,2,2,big,med,unacc
1087,med,med,2,2,big,high,unacc
1088,med,med,2,4,small,low,unacc
1089,med,med,2,4,small,med,acc
1090,med,med,2,4,small,high,acc
1091,med,med,2,4,med,low,unacc
1092,med,med,2,4,med,med,acc
1093,med,med,2,4,med,high,acc
1094,med,med,2,4,big,low,unacc
1095,med,med,2,4,big,med,acc
1096,med,med,2,4,big,high,vgood
1097,med,med,2,more,small,low,unacc
1098,med,med,2,more,small,med,unacc
1099,med,med,2,more,small,high,unacc
1100,med,med,2,more,med,low,unacc
1101,med,med,2,more,med,med,acc
1102,med,med,2,more,med,high,acc
1103,med,med,2,more,big,low,unacc
1104,med,med,2,more,big,med,acc
1105,med,med,2,more,big,high,vgood
1106,med,med,3,2,small,low,unacc
1107,med,med,3,2,small,med,unacc
1108,med,med,3,2,small,high,unacc
1109,med,med,3,2,med,low,unacc
1110,med,med,3,2,med,med,unacc
1111,med,med,3,2,med,high,unacc
1112,med,med,3,2,big,low,unacc
1113,med,med,3,2,big,med,unacc
1114,med,med,3,2,big,high,unacc
1115,med,med,3,4,small,low,unacc
1116,med,med,3,4,small,med,acc
1117,med,med,3,4,small,high,acc
1118,med,med,3,4,med,low,unacc
1119,med,med,3,4,med,med,acc
1120,med,med,3,4,med,high,acc
1121,med,med,3,4,big,low,unacc
1122,med,med,3,4,big,med,acc
1123,med,med,3,4,big,high,vgood
1124,med,med,3,more,small,low,unacc
1125,med,med,3,more,small,med,acc
1126,med,med,3,more,small,high,acc
1127,med,med,3,more,med,low,unacc
1128,med,med,3,more,med,med,acc
1129,med,med,3,more,med,high,vgood
1130,med,med,3,more,big,low,unacc
1131,med,med,3,more,big,med,acc
1132,med,med,3,more,big,high,vgood
1133,med,med,4,2,small,low,unacc
1134,med,med,4,2,small,med,unacc
1135,med,med,4,2,small,high,unacc
1136,med,med,4,2,med,low,unacc
1137,med,med,4,2,med,med,unacc
1138,med,med,4,2,med,high,unacc
1139,med,med,4,2,big,low,unacc
1140,med,med,4,2,big,med,unacc
1141,med,med,4,2,big,high,unacc
1142,med,med,4,4,small,low,unacc
1143,med,med,4,4,small,med,acc
1144,med,med,4,4,small,high,acc
1145,med,med,4,4,med,low,unacc
1146,med,med,4,4,med,med,acc
1147,med,med,4,4,med,high,vgood
1148,med,med,4,4,big,low,unacc
1149,med,med,4,4,big,med,acc
1150,med,med,4,4,big,high,vgood
1151,med,med,4,more,small,low,unacc
1152,med,med,4,more,small,med,acc
1153,med,med,4,more,small,high,acc
1154,med,med,4,more,med,low,unacc
1155,med,med,4,more,med,med,acc
1156,med,med,4,more,med,high,vgood
1157,med,med,4,more,big,low,unacc
1158,med,med,4,more,big,med,acc
1159,med,med,4,more,big,high,vgood
1160,med,med,5more,2,small,low,unacc
1161,med,med,5more,2,small,med,unacc
1162,med,med,5more,2,small,high,unacc
1163,med,med,5more,2,med,low,unacc
1164,med,med,5more,2,med,med,unacc
1165,med,med,5more,2,med,high,unacc
1166,med,med,5more,2,big,low,unacc
1167,med,med,5more,2,big,med,unacc
1168,med,med,5more,2,big,high,unacc
1169,med,med,5more,4,small,low,unacc
1170,med,med,5more,4,small,med,acc
1171,med,med,5more,4,small,high,acc
1172,med,med,5more,4,med,low,unacc
1173,med,med,5more,4,med,med,acc
1174,med,med,5more,4,med,high,vgood
1175,med,med,5more,4,big,low,unacc
1176,med,med,5more,4,big,med,acc
1177,med,med,5more,4,big,high,vgood
1178,med,med,5more,more,small,low,unacc
1179,med,med,5more,more,small,med,acc
1180,med,med,5more,more,small,high,acc
1181,med,med,5more,more,med,low,unacc
1182,med,med,5more,more,med,med,acc
1183,med,med,5more,more,med,high,vgood
1184,med,med,5more,more,big,low,unacc
1185,med,med,5more,more,big,med,acc
1186,med,med,5more,more,big,high,vgood
1187,med,low,2,2,small,low,unacc
1188,med,low,2,2,small,med,unacc
1189,med,low,2,2,small,high,unacc
1190,med,low,2,2,med,low,unacc
1191,med,low,2,2,med,med,unacc
1192,med,low,2,2,med,high,unacc
1193,med,low,2,2,big,low,unacc
1194,med,low,2,2,big,med,unacc
1195,med,low,2,2,big,high,unacc
1196,med,low,2,4,small,low,unacc
1197,med,low,2,4,small,med,acc
1198,med,low,2,4,small,high,good
1199,med,low,2,4,med,low,unacc
1200,med,low,2,4,med,med,acc
1201,med,low,2,4,med,high,good
1202,med,low,2,4,big,low,unacc
1203,med,low,2,4,big,med,good
1204,med,low,2,4,big,high,vgood
1205,med,low,2,more,small,low,unacc
1206,med,low,2,more,small,med,unacc
1207,med,low,2,more,small,high,unacc
1208,med,low,2,more,med,low,unacc
1209,med,low,2,more,med,med,acc
1210,med,low,2,more,med,high,good
1211,med,low,2,more,big,low,unacc
1212,med,low,2,more,big,med,good
1213,med,low,2,more,big,high,vgood
1214,med,low,3,2,small,low,unacc
1215,med,low,3,2,small,med,unacc
1216,med,low,3,2,small,high,unacc
1217,med,low,3,2,med,low,unacc
1218,med,low,3,2,med,med,unacc
1219,med,low,3,2,med,high,unacc
1220,med,low,3,2,big,low,unacc
1221,med,low,3,2,big,med,unacc
1222,med,low,3,2,big,high,unacc
1223,med,low,3,4,small,low,unacc
1224,med,low,3,4,small,med,acc
1225,med,low,3,4,small,high,good
1226,med,low,3,4,med,low,unacc
1227,med,low,3,4,med,med,acc
1228,med,low,3,4,med,high,good
1229,med,low,3,4,big,low,unacc
1230,med,low,3,4,big,med,good
1231,med,low,3,4,big,high,vgood
1232,med,low,3,more,small,low,unacc
1233,med,low,3,more,small,med,acc
1234,med,low,3,more,small,high,good
1235,med,low,3,more,med,low,unacc
1236,med,low,3,more,med,med,good
1237,med,low,3,more,med,high,vgood
1238,med,low,3,more,big,low,unacc
1239,med,low,3,more,big,med,good
1240,med,low,3,more,big,high,vgood
1241,med,low,4,2,small,low,unacc
1242,med,low,4,2,small,med,unacc
1243,med,low,4,2,small,high,unacc
1244,med,low,4,2,med,low,unacc
1245,med,low,4,2,med,med,unacc
1246,med,low,4,2,med,high,unacc
1247,med,low,4,2,big,low,unacc
1248,med,low,4,2,big,med,unacc
1249,med,low,4,2,big,high,unacc
1250,med,low,4,4,small,low,unacc
1251,med,low,4,4,small,med,acc
1252,med,low,4,4,small,high,good
1253,med,low,4,4,med,low,unacc
1254,med,low,4,4,med,med,good
1255,med,low,4,4,med,high,vgood
1256,med,low,4,4,big,low,unacc
1257,med,low,4,4,big,med,good
1258,med,low,4,4,big,high,vgood
1259,med,low,4,more,small,low,unacc
1260,med,low,4,more,small,med,acc
1261,med,low,4,more,small,high,good
1262,med,low,4,more,med,low,unacc
1263,med,low,4,more,med,med,good
1264,med,low,4,more,med,high,vgood
1265,med,low,4,more,big,low,unacc
1266,med,low,4,more,big,med,good
1267,med,low,4,more,big,high,vgood
1268,med,low,5more,2,small,low,unacc
1269,med,low,5more,2,small,med,unacc
1270,med,low,5more,2,small,high,unacc
1271,med,low,5more,2,med,low,unacc
1272,med,low,5more,2,med,med,unacc
1273,med,low,5more,2,med,high,unacc
1274,med,low,5more,2,big,low,unacc
1275,med,low,5more,2,big,med,unacc
1276,med,low,5more,2,big,high,unacc
1277,med,low,5more,4,small,low,unacc
1278,med,low,5more,4,small,med,acc
1279,med,low,5more,4,small,high,good
1280,med,low,5more,4,med,low,unacc
1281,med,low,5more,4,med,med,good
1282,med,low,5more,4,med,high,vgood
1283,med,low,5more,4,big,low,unacc
1284,med,low,5more,4,big,med,good
1285,med,low,5more,4,big,high,vgood
1286,med,low,5more,more,small,low,unacc
1287,med,low,5more,more,small,med,acc
1288,med,low,5more,more,small,high,good
1289,med,low,5more,more,med,low,unacc
1290,med,low,5more,more,med,med,good
1291,med,low,5more,more,med,high,vgood
1292,med,low,5more,more,big,low,unacc
1293,med,low,5more,more,big,med,good
1294,med,low,5more,more,big,high,vgood
1295,low,vhigh,2,2,small,low,unacc
1296,low,vhigh,2,2,small,med,unacc
1297,low,vhigh,2,2,small,high,unacc
1298,low,vhigh,2,2,med,low,unacc
1299,low,vhigh,2,2,med,med,unacc
1300,low,vhigh,2,2,med,high,unacc
1301,low,vhigh,2,2,big,low,unacc
1302,low,vhigh,2,2,big,med,unacc
1303,low,vhigh,2,2,big,high,unacc
1304,low,vhigh,2,4,small,low,unacc
1305,low,vhigh,2,4,small,med,unacc
1306,low,vhigh,2,4,small,high,acc
1307,low,vhigh,2,4,med,low,unacc
1308,low,vhigh,2,4,med,med,unacc
1309,low,vhigh,2,4,med,high,acc
1310,low,vhigh,2,4,big,low,unacc
1311,low,vhigh,2,4,big,med,acc
1312,low,vhigh,2,4,big,high,acc
1313,low,vhigh,2,more,small,low,unacc
1314,low,vhigh,2,more,small,med,unacc
1315,low,vhigh,2,more,small,high,unacc
1316,low,vhigh,2,more,med,low,unacc
1317,low,vhigh,2,more,med,med,unacc
1318,low,vhigh,2,more,med,high,acc
1319,low,vhigh,2,more,big,low,unacc
1320,low,vhigh,2,more,big,med,acc
1321,low,vhigh,2,more,big,high,acc
1322,low,vhigh,3,2,small,low,unacc
1323,low,vhigh,3,2,small,med,unacc
1324,low,vhigh,3,2,small,high,unacc
1325,low,vhigh,3,2,med,low,unacc
1326,low,vhigh,3,2,med,med,unacc
1327,low,vhigh,3,2,med,high,unacc
1328,low,vhigh,3,2,big,low,unacc
1329,low,vhigh,3,2,big,med,unacc
1330,low,vhigh,3,2,big,high,unacc
1331,low,vhigh,3,4,small,low,unacc
1332,low,vhigh,3,4,small,med,unacc
1333,low,vhigh,3,4,small,high,acc
1334,low,vhigh,3,4,med,low,unacc
1335,low,vhigh,3,4,med,med,unacc
1336,low,vhigh,3,4,med,high,acc
1337,low,vhigh,3,4,big,low,unacc
1338,low,vhigh,3,4,big,med,acc
1339,low,vhigh,3,4,big,high,acc
1340,low,vhigh,3,more,small,low,unacc
1341,low,vhigh,3,more,small,med,unacc
1342,low,vhigh,3,more,small,high,acc
1343,low,vhigh,3,more,med,low,unacc
1344,low,vhigh,3,more,med,med,acc
1345,low,vhigh,3,more,med,high,acc
1346,low,vhigh,3,more,big,low,unacc
1347,low,vhigh,3,more,big,med,acc
1348,low,vhigh,3,more,big,high,acc
1349,low,vhigh,4,2,small,low,unacc
1350,low,vhigh,4,2,small,med,unacc
1351,low,vhigh,4,2,small,high,unacc
1352,low,vhigh,4,2,med,low,unacc
1353,low,vhigh,4,2,med,med,unacc
1354,low,vhigh,4,2,med,high,unacc
1355,low,vhigh,4,2,big,low,unacc
1356,low,vhigh,4,2,big,med,unacc
1357,low,vhigh,4,2,big,high,unacc
1358,low,vhigh,4,4,small,low,unacc
1359,low,vhigh,4,4,small,med,unacc
1360,low,vhigh,4,4,small,high,acc
1361,low,vhigh,4,4,med,low,unacc
1362,low,vhigh,4,4,med,med,acc
1363,low,vhigh,4,4,med,high,acc
1364,low,vhigh,4,4,big,low,unacc
1365,low,vhigh,4,4,big,med,acc
1366,low,vhigh,4,4,big,high,acc
1367,low,vhigh,4,more,small,low,unacc
1368,low,vhigh,4,more,small,med,unacc
1369,low,vhigh,4,more,small,high,acc
1370,low,vhigh,4,more,med,low,unacc
1371,low,vhigh,4,more,med,med,acc
1372,low,vhigh,4,more,med,high,acc
1373,low,vhigh,4,more,big,low,unacc
1374,low,vhigh,4,more,big,med,acc
1375,low,vhigh,4,more,big,high,acc
1376,low,vhigh,5more,2,small,low,unacc
1377,low,vhigh,5more,2,small,med,unacc
1378,low,vhigh,5more,2,small,high,unacc
1379,low,vhigh,5more,2,med,low,unacc
1380,low,vhigh,5more,2,med,med,unacc
1381,low,vhigh,5more,2,med,high,unacc
1382,low,vhigh,5more,2,big,low,unacc
1383,low,vhigh,5more,2,big,med,unacc
1384,low,vhigh,5more,2,big,high,unacc
1385,low,vhigh,5more,4,small,low,unacc
1386,low,vhigh,5more,4,small,med,unacc
1387,low,vhigh,5more,4,small,high,acc
1388,low,vhigh,5more,4,med,low,unacc
