,buying,maint,doors,persons,lug_boot,safety,class
664,high,med,2,4,big,med,acc
665,high,med,2,4,big,high,acc
666,high,med,2,more,small,low,unacc
667,high,med,2,more,small,med,unacc
668,high,med,2,more,small,high,unacc
669,high,med,2,more,med,low,unacc
670,high,med,2,more,med,med,unacc
671,high,med,2,more,med,high,acc
672,high,med,2,more,big,low,unacc
673,high,med,2,more,big,med,acc
674,high,med,2,more,big,high,acc
675,high,med,3,2,small,low,unacc
676,high,med,3,2,small,med,unacc
677,high,med,3,2,small,high,unacc
678,high,med,3,2,med,low,unacc
679,high,med,3,2,med,med,unacc
680,high,med,3,2,med,high,unacc
681,high,med,3,2,big,low,unacc
682,high,med,3,2,big,med,unacc
683,high,med,3,2,big,high,unacc
684,high,med,3,4,small,low,unacc
685,high,med,3,4,small,med,unacc
686,high,med,3,4,small,high,acc
687,high,med,3,4,med,low,unacc
688,high,med,3,4,med,med,unacc
689,high,med,3,4,med,high,acc
690,high,med,3,4,big,low,unacc
691,high,med,3,4,big,med,acc
692,high,med,3,4,big,high,acc
693,high,med,3,more,small,low,unacc
694,high,med,3,more,small,med,unacc
695,high,med,3,more,small,high,acc
696,high,med,3,more,med,low,unacc
697,high,med,3,more,med,med,acc
698,high,med,3,more,med,high,acc
699,high,med,3,more,big,low,unacc
700,high,med,3,more,big,med,acc
701,high,med,3,more,big,high,acc
702,high,med,4,2,small,low,unacc
703,high,med,4,2,small,med,unacc
704,high,med,4,2,small,high,unacc
705,high,med,4,2,med,low,unacc
706,high,med,4,2,med,med,unacc
707,high,med,4,2,med,high,unacc
708,high,med,4,2,big,low,unacc
709,high,med,4,2,big,med,unacc
710,high,med,4,2,big,high,unacc
711,high,med,4,4,small,low,unacc
712,high,med,4,4,small,med,unacc
713,high,med,4,4,small,high,acc
714,high,med,4,4,med,low,unacc
715,high,med,4,4,med,med,acc
716,high,med,4,4,med,high,acc
717,high,med,4,4,big,low,unacc
718,high,med,4,4,big,med,acc
719,high,med,4,4,big,high,acc
720,high,med,4,more,small,low,unacc
721,high,med,4,more,small,med,unacc
722,high,med,4,more,small,high,acc
723,high,med,4,more,med,low,unacc
724,high,med,4,more,med,med,acc
725,high,med,4,more,med,high,acc
726,high,med,4,more,big,low,unacc
727,high,med,4,more,big,med,acc
728,high,med,4,more,big,high,acc
729,high,med,5more,2,small,low,unacc
730,high,med,5more,2,small,med,unacc
731,high,med,5more,2,small,high,unacc
732,high,med,5more,2,med,low,unacc
733,high,med,5more,2,med,med,unacc
734,high,med,5more,2,med,high,unacc
735,high,med,5more,2,big,low,unacc
736,high,med,5more,2,big,med,unacc
737,high,med,5more,2,big,high,unacc
738,high,med,5more,4,small,low,unacc
739,high,med,5more,4,small,med,unacc
740,high,med,5more,4,small,high,acc
741,high,med,5more,4,med,low,unacc
742,high,med,5more,4,med,med,acc
743,high,med,5more,4,med,high,acc
744,high,med,5more,4,big,low,unacc
745,high,med,5more,4,big,med,acc
746,high,med,5more,4,big,high,acc
747,high,med,5more,more,small,low,unacc
748,high,med,5more,more,small,med,unacc
749,high,med,5more,more,small,high,acc
750,high,med,5more,more,med,low,unacc
751,high,med,5more,more,med,med,acc
752,high,med,5more,more,med,high,acc
753,high,med,5more,more,big,low,unacc
754,high,med,5more,more,big,med,acc
755,high,med,5more,more,big,high,acc
756,high,low,2,2,small,low,unacc
757,high,low,2,2,small,med,unacc
758,high,low,2,2,small,high,unacc
759,high,low,2,2,med,low,unacc
760,high,low,2,2,med,med,unacc
761,high,low,2,2,med,high,unacc
762,high,low,2,2,big,low,unacc
763,high,low,2,2,big,med,unacc
764,high,low,2,2,big,high,unacc
765,high,low,2,4,small,low,unacc
766,high,low,2,4,small,med,unacc
767,high,low,2,4,small,high,acc
768,high,low,2,4,med,low,unacc
769,high,low,2,4,med,med,unacc
770,high,low,2,4,med,high,acc
771,high,low,2,4,big,low,unacc
772,high,low,2,4,big,med,acc
773,high,low,2,4,big,high,acc
774,high,low,2,more,small,low,unacc
775,high,low,2,more,small,med,unacc
776,high,low,2,more,small,high,unacc
777,high,low,2,more,med,low,unacc
778,high,low,2,more,med,med,unacc
779,high,low,2,more,med,high,acc
780,high,low,2,more,big,low,unacc
781,high,low,2,more,big,med,acc
782,high,low,2,more,big,high,acc
783,high,low,3,2,small,low,unacc
784,high,low,3,2,small,med,unacc
785,high,low,3,2,small,high,unacc
786,high,low,3,2,med,low,unacc
787,high,low,3,2,med,med,unacc
788,high,low,3,2,med,high,unacc
789,high,low,3,2,big,low,unacc
790,high,low,3,2,big,med,unacc
791,high,low,3,2,big,high,unacc
792,high,low,3,4,small,low,unacc
793,high,low,3,4,small,med,unacc
794,high,low,3,4,small,high,acc
795,high,low,3,4,med,low,unacc
796,high,low,3,4,med,med,unacc
797,high,low,3,4,med,high,acc
798,high,low,3,4,big,low,unacc
799,high,low,3,4,big,med,acc
800,high,low,3,4,big,high,acc
801,high,low,3,more,small,low,unacc
802,high,low,3,more,small,med,unacc
803,high,low,3,more,small,high,acc
804,high,low,3,more,med,low,unacc
805,high,low,3,more,med,med,acc
806,high,low,3,more,med,high,acc
807,high,low,3,more,big,low,unacc
808,high,low,3,more,big,med,acc
809,high,low,3,more,big,high,acc
810,high,low,4,2,small,low,unacc
811,high,low,4,2,small,med,unacc
812,high,low,4,2,small,high,unacc
813,high,low,4,2,med,low,unacc
814,high,low,4,2,med,med,unacc
815,high,low,4,2,med,high,unacc
816,high,low,4,2,big,low,unacc
817,high,low,4,2,big,med,unacc
818,high,low,4,2,big,high,unacc
819,high,low,4,4,small,low,unacc
820,high,low,4,4,small,med,unacc
821,high,low,4,4,small,high,acc
822,high,low,4,4,med,low,unacc
823,high,low,4,4,med,med,acc
824,high,low,4,4,med,high,acc
825,high,low,4,4,big,low,unacc
826,high,low,4,4,big,med,acc
827,high,low,4,4,big,high,acc
828,high,low,4,more,small,low,unacc
829,high,low,4,more,small,med,unacc
830,high,low,4,more,small,high,acc
831,high,low,4,more,med,low,unacc
832,high,low,4,more,med,med,acc
833,high,low,4,more,med,high,acc
834,high,low,4,more,big,low,unacc
835,high,low,4,more,big,med,acc
836,high,low,4,more,big,high,acc
837,high,low,5more,2,small,low,unacc
838,high,low,5more,2,small,med,unacc
839,high,low,5more,2,small,high,unacc
840,high,low,5more,2,med,low,unacc
841,high,low,5more,2,med,med,unacc
842,high,low,5more,2,med,high,unacc
843,high,low,5more,2,big,low,unacc
844,high,low,5more,2,big,med,unacc
845,high,low,5more,2,big,high,unacc
846,high,low,5more,4,small,low,unacc
847,high,low,5more,4,small,med,unacc
848,high,low,5more,4,small,high,acc
849,high,low,5more,4,med,low,unacc
850,high,low,5more,4,med,med,acc
851,high,low,5more,4,med,high,acc
852,high,low,5more,4,big,low,unacc
853,high,low,5more,4,big,med,acc
854,high,low,5more,4,big,high,acc
855,high,low,5more,more,small,low,unacc
856,high,low,5more,more,small,med,unacc
857,high,low,5more,more,small,high,acc
858,high,low,5more,more,med,low,unacc
859,high,low,5more,more,med,med,acc
860,high,low,5more,more,med,high,acc
861,high,low,5more,more,big,low,unacc
862,high,low,5more,more,big,med,acc
863,high,low,5more,more,big,high,acc
864,med,vhigh,2,2,small,low,unacc
865,med,vhigh,2,2,small,med,unacc
866,med,vhigh,2,2,small,high,unacc
867,med,vhigh,2,2,med,low,unacc
868,med,vhigh,2,2,med,med,unacc
869,med,vhigh,2,2,med,high,unacc
870,med,vhigh,2,2,big,low,unacc
871,med,vhigh,2,2,big,med,unacc
872,med,vhigh,2,2,big,high,unacc
873,med,vhigh,2,4,small,low,unacc
874,med,vhigh,2,4,small,med,unacc
875,med,vhigh,2,4,small,high,acc
876,med,vhigh,2,4,med,low,unacc
877,med,vhigh,2,4,med,med,unacc
878,med,vhigh,2,4,med,high,acc
879,med,vhigh,2,4,big,low,unacc
880,med,vhigh,2,4,big,med,acc
881,med,vhigh,2,4,big,high,acc
882,med,vhigh,2,more,small,low,unacc
883,med,vhigh,2,more,small,med,unacc
884,med,vhigh,2,more,small,high,unacc
885,med,vhigh,2,more,med,low,unacc
886,med,vhigh,2,more,med,med,unacc
887,med,vhigh,2,more,med,high,acc
888,med,vhigh,2,more,big,low,unacc
889,med,vhigh,2,more,big,med,acc
890,med,vhigh,2,more,big,high,acc
891,med,vhigh,3,2,small,low,unacc
892,med,vhigh,3,2,small,med,unacc
893,med,vhigh,3,2,small,high,unacc
894,med,vhigh,3,2,med,low,unacc
895,med,vhigh,3,2,med,med,unacc
896,med,vhigh,3,2,med,high,unacc
897,med,vhigh,3,2,big,low,unacc
898,med,vhigh,3,2,big,med,unacc
899,med,vhigh,3,2,big,high,unacc
900,med,vhigh,3,4,small,low,unacc
901,med,vhigh,3,4,small,med,unacc
902,med,vhigh,3,4,small,high,acc
903,med,vhigh,3,4,med,low,unacc
904,med,vhigh,3,4,med,med,unacc
905,med,vhigh,3,4,med,high,acc
906,med,vhigh,3,4,big,low,unacc
907,med,vhigh,3,4,big,med,acc
908,med,vhigh,3,4,big,high,acc
909,med,vhigh,3,more,small,low,unacc
910,med,vhigh,3,more,small,med,unacc
911,med,vhigh,3,more,small,high,acc
912,med,vhigh,3,more,med,low,unacc
913,med,vhigh,3,more,med,med,acc
914,med,vhigh,3,more,med,high,acc
915,med,vhigh,3,more,big,low,unacc
916,med,vhigh,3,more,big,med,acc
917,med,vhigh,3,more,big,high,acc
918,med,vhigh,4,2,small,low,unacc
919,med,vhigh,4,2,small,med,unacc
920,med,vhigh,4,2,small,high,unacc
921,med,vhigh,4,2,med,low,unacc
922,med,vhigh,4,2,med,med,unacc
923,med,vhigh,4,2,med,high,unacc
924,med,vhigh,4,2,big,low,unacc
925,med,vhigh,4,2,big,med,unacc
926,med,vhigh,4,2,big,high,unacc
927,med,vhigh,4,4,small,low,unacc
928,med,vhigh,4,4,small,med,unacc
929,med,vhigh,4,4,small,high,acc
930,med,vhigh,4,4,med,low,unacc
931,med,vhigh,4,4,med,med,acc
932,med,vhigh,4,4,med,high,acc
933,med,vhigh,4,4,big,low,unacc
934,med,vhigh,4,4,big,med,acc
935,med,vhigh,4,4,big,high,acc
936,med,vhigh,4,more,small,low,unacc
937,med,vhigh,4,more,small,med,unacc
938,med,vhigh,4,more,small,high,acc
939,med,vhigh,4,more,med,low,unacc
940,med,vhigh,4,more,med,med,acc
941,med,vhigh,4,more,med,high,acc
942,med,vhigh,4,more,big,low,unacc
943,med,vhigh,4,more,big,med,acc
944,med,vhigh,4,more,big,high,acc
945,med,vhigh,5more,2,small,low,unacc
946,med,vhigh,5more,2,small,med,unacc
947,med,vhigh,5more,2,small,high,unacc
948,med,vhigh,5more,2,med,low,unacc
949,med,vhigh,5more,2,med,med,unacc
950,med,vhigh,5more,2,med,high,unacc
951,med,vhigh,5more,2,big,low,unacc
952,med,vhigh,5more,2,big,med,unacc
953,med,vhigh,5more,2,big,high,unacc
954,med,vhigh,5more,4,small,low,unacc
955,med,vhigh,5more,4,small,med,unacc
956,med,vhigh,5more,4,small,high,acc
957,med,vhigh,5more,4,med,low,unacc
958,med,vhigh,5more,4,med,med,acc
959,med,vhigh,5more,4,med,high,acc
960,med,vhigh,5more,4,big,low,unacc
961,med,vhigh,5more,4,big,med,acc
962,med,vhigh,5more,4,big,high,acc
963,med,vhigh,5more,more,small,low,unacc
964,med,vhigh,5more,more,small,med,unacc
965,med,vhigh,5more,more,small,high,acc
966,med,vhigh,5more,more,med,low,unacc
967,med,vhigh,5more,more,med,med,acc
968,med,vhigh,5more,more,med,high,acc
969,med,vhigh,5more,more,big,low,unacc
970,med,vhigh,5more,more,big,med,acc
971,med,vhigh,5more,more,big,high,acc
972,med,high,2,2,small,low,unacc
973,med,high,2,2,small,med,unacc
974,med,high,2,2,small,high,unacc
975,med,high,2,2,med,low,unacc
976,med,high,2,2,med,med,unacc
977,med,high,2,2,med,high,unacc
978,med,high,2,2,big,low,unacc
979,med,high,2,2,big,med,unacc
980,med,high,2,2,big,high,unacc
981,med,high,2,4,small,low,unacc
982,med,high,2,4,small,med,unacc
983,med,high,2,4,small,high,acc
984,med,high,2,4,med,low,unacc
985,med,high,2,4,med,med,unacc
986,med,high,2,4,med,high,acc
987,med,high,2,4,big,low,unacc
988,med,high,2,4,big,med,acc
989,med,high,2,4,big,high,acc
990,med,high,2,more,small,low,unacc
991,med,high,2,more,small,med,unacc
992,med,high,2,more,small,high,unacc
993,med,high,2,more,med,low,unacc
994,med,high,2,more,med,med,unacc
995,med,high,2,more,med,high,acc
996,med,high,2,more,big,low,unacc
997,med,high,2,more,big,med,acc
998,med,high,2,more,big,high,acc
999,med,high,3,2,small,low,unacc
1000,med,high,3,2,small,med,unacc
1001,med,high,3,2,small,high,unacc
1002,med,high,3,2,med,low,unacc
1003,med,high,3,2,med,med,unacc
1004,med,high,3,2,med,high,unacc
1005,med,high,3,2,big,low,unacc
1006,med,high,3,2,big,med,unacc
1007,med,high,3,2,big,high,unacc
1008,med,high,3,4,small,low,unacc
1009,med,high,3,4,small,med,unacc
1010,med,high,3,4,small,high,acc
1011,med,high,3,4,med,low,unacc
1012,med,high,3,4,med,med,unacc
1013,med,high,3,4,med,high,acc
1014,med,high,3,4,big,low,unacc
1015,med,high,3,4,big,med,acc
1016,med,high,3,4,big,high,acc
1017,med,high,3,more,small,low,unacc
1018,med,high,3,more,small,med,unacc
1019,med,high,3,more,small,high,acc
1020,med,high,3,more,med,low,unacc
1021,med,high,3,more,med,med,acc
1022,med,high,3,more,med,high,acc
1023,med,high,3,more,big,low,unacc
1024,med,high,3,more,big,med,acc
1025,med,high,3,more,big,high,acc
1026,med,high,4,2,small,low,unacc
1027,med,high,4,2,small,med,unacc
1028,med,high,4,2,small,high,unacc
1029,med,high,4,2,med,low,unacc
1030,med,high,4,2,med,med,unacc
1031,med,high,4,2,med,high,unacc
1032,med,high,4,2,big,low,unacc
1033,med,high,4,2,big,med,unacc
1034,med,high,4,2,big,high,unacc
1035,med,high,4,4,small,low,unacc
1036,med,high,4,4,small,med,unacc
1037,med,high,4,4,small,high,acc
1038,med,high,4,4,med,low,unacc
1039,med,high,4,4,med,med,acc
1040,med,high,4,4,med,high,acc
1041,med,high,4,4,big,low,unacc
1042,med,high,4,4,big,med,acc
1043,med,high,4,4,big,high,acc
1044,med,high,4,more,small,low,unacc
1045,med,high,4,more,small,med,unacc
1046,med,high,4,more,small,high,acc
1047,med,high,4,more,med,low,unacc
1048,med,high,4,more,med,med,acc
1049,med,high,4,more,med,high,acc
1050,med,high,4,more,big,low,unacc
1051,med,high,4,more,big,med,acc
1052,med,high,4,more,big,high,acc
1053,med,high,5more,2,small,low,unacc
1054,med,high,5more,2,small,med,unacc
1055,med,high,5more,2,small,high,unacc
1056,med,high,5more,2,med,low,unacc
1057,med,high,5more,2,med,med,unacc
1058,med,high,5more,2,med,high,unacc
1059,med,high,5more,2,big,low,unacc
1060,med,high,5more,2,big,med,unacc
1061,med,high,5more,2,big,high,unacc
1062,med,high,5more,4,small,low,unacc
1063,med,high,5more,4,small,med,unacc
1064,med,high,5more,4,small,high,acc
1065,med,high,5more,4,med,low,unacc
1066,med,high,5more,4,med,med,acc
1067,med,high,5more,4,med,high,acc
1068,med,high,5more,4,big,low,unacc
1069,med,high,5more,4,big,med,acc
1070,med,high,5more,4,big,high,acc
1071,med,high,5more,more,small,low,unacc
1072,med,high,5more,more,small,med,unacc
1073,med,high,5more,more,small,high,acc
1074,med,high,5more,more,med,low,unacc
1075,med,high,5more,more,med,med,acc
1076,med,high,5more,more,med,high,acc
1077,med,high,5more,more,big,low,unacc
1078,med,high,5more,more,big,med,acc
1079,med,high,5more,more,big,high,acc
1080,med,med,2,2,small,low,unacc
1081,med,med,2,2,small,med,unacc
1082,med,med,2,2,small,high,unacc
1083,med,med,2,2,med,low,unacc
1084,med,med,2,2,med,med,unacc
1085,med,med,2,2,med,high,unacc
1086,med,med,2,2,big,low,unacc
1087,med,med,2,2,big,med,unacc
1088,med,med,2,2,big,high,unacc
1089,med,med,2,4,small,low,unacc
1090,med,med,2,4,small,med,acc
1091,med,med,2,4,small,high,acc
1092,med,med,2,4,med,low,unacc
1093,med,med,2,4,med,med,acc
1094,med,med,2,4,med,high,acc
1095,med,med,2,4,big,low,unacc
1096,med,med,2,4,big,med,acc
1097,med,med,2,4,big,high,vgood
1098,med,med,2,more,small,low,unacc
1099,med,med,2,more,small,med,unacc
1100,med,med,2,more,small,high,unacc
1101,med,med,2,more,med,low,unacc
1102,med,med,2,more,med,med,acc
1103,med,med,2,more,med,high,acc
1104,med,med,2,more,big,low,unacc
1105,med,med,2,more,big,med,acc
1106,med,med,2,more,big,high,vgood
1107,med,med,3,2,small,low,unacc
1108,med,med,3,2,small,med,unacc
1109,med,med,3,2,small,high,unacc
1110,med,med,3,2,med,low,unacc
1111,med,med,3,2,med,med,unacc
1112,med,med,3,2,med,high,unacc
1113,med,med,3,2,big,low,unacc
1114,med,med,3,2,big,med,unacc
1115,med,med,3,2,big,high,unacc
1116,med,med,3,4,small,low,unacc
1117,med,med,3,4,small,med,acc
1118,med,med,3,4,small,high,acc
1119,med,med,3,4,med,low,unacc
1120,med,med,3,4,med,med,acc
1121,med,med,3,4,med,high,acc
1122,med,med,3,4,big,low,unacc
1123,med,med,3,4,big,med,acc
1124,med,med,3,4,big,high,vgood
1125,med,med,3,more,small,low,unacc
1126,med,med,3,more,small,med,acc
1127,med,med,3,more,small,high,acc
1128,med,med,3,more,med,low,unacc
1129,med,med,3,more,med,med,acc
1130,med,med,3,more,med,high,vgood
1131,med,med,3,more,big,low,unacc
1132,med,med,3,more,big,med,acc
1133,med,med,3,more,big,high,vgood
1134,med,med,4,2,small,low,unacc
1135,med,med,4,2,small,med,unacc
1136,med,med,4,2,small,high,unacc
1137,med,med,4,2,med,low,unacc
1138,med,med,4,2,med,med,unacc
1139,med,med,4,2,med,high,unacc
1140,med,med,4,2,big,low,unacc
1141,med,med,4,2,big,med,unacc
1142,med,med,4,2,big,high,unacc
1143,med,med,4,4,small,low,unacc
1144,med,med,4,4,small,med,acc
1145,med,med,4,4,small,high,acc
1146,med,med,4,4,med,low,unacc
1147,med,med,4,4,med,med,acc
1148,med,med,4,4,med,high,vgood
1149,med,med,4,4,big,low,unacc
1150,med,med,4,4,big,med,acc
1151,med,med,4,4,big,high,vgood
1152,med,med,4,more,small,low,unacc
1153,med,med,4,more,small,med,acc
1154,med,med,4,more,small,high,acc
1155,med,med,4,more,med,low,unacc
1156,med,med,4,more,med,med,acc
1157,med,med,4,more,med,high,vgood
1158,med,med,4,more,big,low,unacc
1159,med,med,4,more,big,med,acc
1160,med,med,4,more,big,high,vgood
1161,med,med,5more,2,small,low,unacc
1162,med,med,5more,2,small,med,unacc
1163,med,med,5more,2,small,high,unacc
1164,med,med,5more,2,med,low,unacc
1165,med,med,5more,2,med,med,unacc
1166,med,med,5more,2,med,high,unacc
1167,med,med,5more,2,big,low,unacc
1168,med,med,5more,2,big,med,unacc
1169,med,med,5more,2,big,high,unacc
1170,med,med,5more,4,small,low,unacc
1171,med,med,5more,4,small,med,acc
1172,med,med,5more,4,small,high,acc
1173,med,med,5more,4,med,low,unacc
1174,med,med,5more,4,med,med,acc
1175,med,med,5more,4,med,high,vgood
1176,med,med,5more,4,big,low,unacc
1177,med,med,5more,4,big,med,acc
1178,med,med,5more,4,big,high,vgood
1179,med,med,5more,more,small,low,unacc
1180,med,med,5more,more,small,med,acc
1181,med,med,5more,more,small,high,acc
1182,med,med,5more,more,med,low,unacc
1183,med,med,5more,more,med,med,acc
1184,med,med,5more,more,med,high,vgood
1185,med,med,5more,more,big,low,unacc
1186,med,med,5more,more,big,med,acc
1187,med,med,5more,more,big,high,vgood
1188,med,low,2,2,small,low,unacc
1189,med,low,2,2,small,med,unacc
1190,med,low,2,2,small,high,unacc
1191,med,low,2,2,med,low,unacc
1192,med,low,2,2,med,med,unacc
1193,med,low,2,2,med,high,unacc
1194,med,low,2,2,big,low,unacc
1195,med,low,2,2,big,med,unacc
1196,med,low,2,2,big,high,unacc
1197,med,low,2,4,small,low,unacc
1198,med,low,2,4,small,med,acc
1199,med,low,2,4,small,high,good
1200,med,low,2,4,med,low,unacc
1201,med,low,2,4,med,med,acc
1202,med,low,2,4,med,high,good
1203,med,low,2,4,big,low,unacc
1204,med,low,2,4,big,med,good
1205,med,low,2,4,big,high,vgood
1206,med,low,2,more,small,low,unacc
1207,med,low,2,more,small,med,unacc
1208,med,low,2,more,small,high,unacc
1209,med,low,2,more,med,low,unacc
1210,med,low,2,more,med,med,acc
1211,med,low,2,more,med,high,good
1212,med,low,2,more,big,low,unacc
1213,med,low,2,more,big,med,good
1214,med,low,2,more,big,high,vgood
1215,med,low,3,2,small,low,unacc
1216,med,low,3,2,small,med,unacc
1217,med,low,3,2,small,high,unacc
1218,med,low,3,2,med,low,unacc
1219,med,low,3,2,med,med,unacc
1220,med,low,3,2,med,high,unacc
1221,med,low,3,2,big,low,unacc
1222,med,low,3,2,big,med,unacc
1223,med,low,3,2,big,high,unacc
1224,med,low,3,4,small,low,unacc
1225,med,low,3,4,small,med,acc
1226,med,low,3,4,small,high,good
1227,med,low,3,4,med,low,unacc
1228,med,low,3,4,med,med,acc
1229,med,low,3,4,med,high,good
1230,med,low,3,4,big,low,unacc
1231,med,low,3,4,big,med,good
1232,med,low,3,4,big,high,vgood
1233,med,low,3,more,small,low,unacc
1234,med,low,3,more,small,med,acc
1235,med,low,3,more,small,high,good
1236,med,low,3,more,med,low,unacc
1237,med,low,3,more,med,med,good
1238,med,low,3,more,med,high,vgood
1239,med,low,3,more,big,low,unacc
1240,med,low,3,more,big,med,good
1241,med,low,3,more,big,high,vgood
1242,med,low,4,2,small,low,unacc
1243,med,low,4,2,small,med,unacc
1244,med,low,4,2,small,high,unacc
1245,med,low,4,2,med,low,unacc
1246,med,low,4,2,med,med,unacc
1247,med,low,4,2,med,high,unacc
1248,med,low,4,2,big,low,unacc
1249,med,low,4,2,big,med,unacc
1250,med,low,4,2,big,high,unacc
1251,med,low,4,4,small,low,unacc
1252,med,low,4,4,small,med,acc
1253,med,low,4,4,small,high,good
1254,med,low,4,4,med,low,unacc
1255,med,low,4,4,med,med,good
1256,med,low,4,4,med,high,vgood
1257,med,low,4,4,big,low,unacc
1258,med,low,4,4,big,med,good
1259,med,low,4,4,big,high,vgood
1260,med,low,4,more,small,low,unacc
1261,med,low,4,more,small,med,acc
1262,med,low,4,more,small,high,good
1263,med,low,4,more,med,low,unacc
1264,med,low,4,more,med,med,good
1265,med,low,4,more,med,high,vgood
1266,med,low,4,more,big,low,unacc
1267,med,low,4,more,big,med,good
1268,med,low,4,more,big,high,vgood
1269,med,low,5more,2,small,low,unacc
1270,med,low,5more,2,small,med,unacc
1271,med,low,5more,2,small,high,unacc
1272,med,low,5more,2,med,low,unacc
1273,med,low,5more,2,med,med,unacc
1274,med,low,5more,2,med,high,unacc
1275,med,low,5more,2,big,low,unacc
1276,med,low,5more,2,big,med,unacc
1277,med,low,5more,2,big,high,unacc
1278,med,low,5more,4,small,low,unacc
1279,med,low,5more,4,small,med,acc
1280,med,low,5more,4,small,high,good
1281,med,low,5more,4,med,low,unacc
1282,med,low,5more,4,med,med,good
1283,med,low,5more,4,med,high,vgood
1284,med,low,5more,4,big,low,unacc
1285,med,low,5more,4,big,med,good
1286,med,low,5more,4,big,high,vgood
1287,med,low,5more,more,small,low,unacc
1288,med,low,5more,more,small,med,acc
1289,med,low,5more,more,small,high,good
1290,med,low,5more,more,med,low,unacc
1291,med,low,5more,more,med,med,good
1292,med,low,5more,more,med,high,vgood
1293,med,low,5more,more,big,low,unacc
1294,med,low,5more,more,big,med,good
1295,med,low,5more,more,big,high,vgood
1296,low,vhigh,2,2,small,low,unacc
1297,low,vhigh,2,2,small,med,unacc
1298,low,vhigh,2,2,small,high,unacc
1299,low,vhigh,2,2,med,low,unacc
1300,low,vhigh,2,2,med,med,unacc
1301,low,vhigh,2,2,med,high,unacc
1302,low,vhigh,2,2,big,low,unacc
1303,low,vhigh,2,2,big,med,unacc
1304,low,vhigh,2,2,big,high,unacc
1305,low,vhigh,2,4,small,low,unacc
1306,low,vhigh,2,4,small,med,unacc
1307,low,vhigh,2,4,small,high,acc
1308,low,vhigh,2,4,med,low,unacc
1309,low,vhigh,2,4,med,med,unacc
1310,low,vhigh,2,4,med,high,acc
1311,low,vhigh,2,4,big,low,unacc
1312,low,vhigh,2,4,big,med,acc
1313,low,vhigh,2,4,big,high,acc
1314,low,vhigh,2,more,small,low,unacc
1315,low,vhigh,2,more,small,med,unacc
1316,low,vhigh,2,more,small,high,unacc
1317,low,vhigh,2,more,med,low,unacc
1318,low,vhigh,2,more,med,med,unacc
1319,low,vhigh,2,more,med,high,acc
1320,low,vhigh,2,more,big,low,unacc
1321,low,vhigh,2,more,big,med,acc
1322,low,vhigh,2,more,big,high,acc
1323,low,vhigh,3,2,small,low,unacc
1324,low,vhigh,3,2,small,med,unacc
1325,low,vhigh,3,2,small,high,unacc
1326,low,vhigh,3,2,med,low,unacc
1327,low,vhigh,3,2,med,med,unacc
1328,low,vhigh,3,2,med,high,unacc
1329,low,vhigh,3,2,big,low,unacc
1330,low,vhigh,3,2,big,med,unacc
1331,low,vhigh,3,2,big,high,unacc
1332,low,vhigh,3,4,small,low,unacc
1333,low,vhigh,3,4,small,med,unacc
1334,low,vhigh,3,4,small,high,acc
1335,low,vhigh,3,4,med,low,unacc
1336,low,vhigh,3,4,med,med,unacc
1337,low,vhigh,3,4,med,high,acc
1338,low,vhigh,3,4,big,low,unacc
1339,low,vhigh,3,4,big,med,acc
1340,low,vhigh,3,4,big,high,acc
1341,low,vhigh,3,more,small,low,unacc
1342,low,vhigh,3,more,small,med,unacc
1343,low,vhigh,3,more,small,high,acc
1344,low,vhigh,3,more,med,low,unacc
1345,low,vhigh,3,more,med,med,acc
1346,low,vhigh,3,more,med,high,acc
1347,low,vhigh,3,more,big,low,unacc
1348,low,vhigh,3,more,big,med,acc
1349,low,vhigh,3,more,big,high,acc
1350,low,vhigh,4,2,small,low,unacc
1351,low,vhigh,4,2,small,med,unacc
1352,low,vhigh,4,2,small,high,unacc
1353,low,vhigh,4,2,med,low,unacc
1354,low,vhigh,4,2,med,med,unacc
1355,low,vhigh,4,2,med,high,unacc
1356,low,vhigh,4,2,big,low,unacc
1357,low,vhigh,4,2,big,med,unacc
1358,low,vhigh,4,2,big,high,unacc
1359,low,vhigh,4,4,small,low,unacc
1360,low,vhigh,4,4,small,med,unacc
1361,low,vhigh,4,4,small,high,acc
1362,low,vhigh,4,4,med,low,unacc
1363,low,vhigh,4,4,med,med,acc
1364,low,vhigh,4,4,med,high,acc
1365,low,vhigh,4,4,big,low,unacc
1366,low,vhigh,4,4,big,med,acc
1367,low,vhigh,4,4,big,high,acc
1368,low,vhigh,4,more,small,low,unacc
1369,low,vhigh,4,more,small,med,unacc
1370,low,vhigh,4,more,small,high,acc
1371,low,vhigh,4,more,med,low,unacc
1372,low,vhigh,4,more,med,med,acc
1373,low,vhigh,4,more,med,high,acc
1374,low,vhigh,4,more,big,low,unacc
1375,low,vhigh,4,more,big,med,acc
1376,low,vhigh,4,more,big,high,acc
1377,low,vhigh,5more,2,small,low,unacc
1378,low,vhigh,5more,2,small,med,unacc
1379,low,vhigh,5more,2,small,high,unacc
1380,low,vhigh,5more,2,med,low,unacc
1381,low,vhigh,5more,2,med,med,unacc
1382,low,vhigh,5more,2,med,high,unacc
1383,low,vhigh,5more,2,big,low,unacc
1384,low,vhigh,5more,2,big,med,unacc
1385,low,vhigh,5more,2,big,high,unacc
1386,low,vhigh,5more,4,small,low,unacc
1387,low,vhigh,5more,4,small,med,unacc
1388,low,vhigh,5more,4,small,high,acc
